Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
24-05-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,23.3,15.8,47,261
28-05-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31,19,36,264
31-05-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,26,16.5,44,208
6/4/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,26.5,17.8,62,309
6/7/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.8,18.5,62,359
6/11/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,24,15.5,74,280
21-06-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,NA,NA,NA,NA
7/2/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,25.5,16,51,302
7/9/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,24,17.3,51,280
16-07-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,21.3,16,62,283
26-07-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.5,16,57,205
8/2/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,34,18,86,236
8/9/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.5,20.8,71,250
16-08-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,NA,NA,NA,NA
23-08-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,NA,NA,NA,NA
31-08-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27,16,50,260
9/7/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,36.3,16.5,60,363
14-09-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31.8,17.8,92,497
19-09-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,26.8,13,53,302
25-09-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30.8,15,61,411
28-09-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,33.8,15.5,55,293
10/3/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30.5,20.3,63,301
10/6/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27,19.8,68,361
16-10-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,28.3,16.8,69,291
19-10-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30,19.5,75,300
27-10-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,33.8,22.3,60,376
30-10-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,32,16.3,61,309
11/1/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31.5,16.5,62,268
11/2/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,NA,NA,NA,NA
11/5/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29.3,17.5,77,320
11/8/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29.3,17.3,57,302
11/12/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,34.5,14.5,57,302
15-11-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,26.3,16.8,65,391
19-11-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29,19,75,326
22-11-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.5,16.8,65,345
26-11-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31,16,69,368
29-11-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29.8,18,82,321
12/3/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29,19.3,59,277
12/6/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,39.3,20.3,85,334
12/10/2007,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31,18.5,65,326
13-12-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.8,18.5,90,351
17-12-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,34.3,16.5,85,403
20-12-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31.3,21.5,70,336
24-12-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,32,17.8,69,299
28-12-07,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35.5,17.8,57,329
1/8/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,79,247
23-01-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,92,249
2/1/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,43,181
2/5/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,45,170
2/11/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
15-02-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
19-02-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
22-02-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
26-02-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
3/5/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,38,157
3/8/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,46,162
15-03-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
23-03-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,40,161
4/7/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,39,151
4/10/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,48,194
17-04-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,43,156
24-04-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,33,161
26-04-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,41,174
5/1/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,33,176
5/11/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
18-05-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
25-05-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
29-05-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,38,183
6/1/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,39,173
6/8/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,51,179
22-06-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
27-06-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
7/3/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,37,169
7/10/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
13-07-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,37,214
20-07-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
27-07-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,36,170
8/3/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
8/10/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
21-08-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
24-08-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,50,172
9/1/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,40,181
9/5/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
9/10/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
13-09-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,60,174
18-09-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,55,245
27-09-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
10/1/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,46,180
10/9/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,19.5,14.5,57,278
22-10-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
25-10-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,65,186
13-11-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
16-11-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
20-11-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
27-11-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,76,181
12/4/2007,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
14-12-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
18-12-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
26-12-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
29-12-07,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,NA,NA
1/2/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11.8,15,285,514
1/9/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,13.5,17.3,253,504
1/12/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,25.3,23.5,280,514
16-01-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,22,25.3,266,492
19-01-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21,20.3,274,528
23-01-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,27,23.5,260,495
31-01-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.8,13.5,217,418
2/2/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,29.3,21,287,532
2/6/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,24,20,254,504
2/9/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,36.8,14.3,236,467
13-02-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,31.5,13.3,241,476
20-02-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,23.3,19.5,309,541
23-02-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,33,22.5,260,495
27-02-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,28,21.8,308,553
3/2/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21,25.5,308,553
3/6/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21.2,12.5,282,511
3/9/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,29.5,16,229,470
13-03-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,29.7,18.5,260,506
16-03-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,29.7,17,304,515
20-03-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,25.2,17.5,249,488
23-03-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,23,13.7,300,584
30-03-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,20.5,12,300,586
4/1/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,31.8,13.8,299,588
4/3/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.5,18,NA,NA
4/10/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,15.2,16.3,284,573
17-04-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,23.8,18.8,296,564
20-04-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14.5,16.8,301,588
24-04-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16,9.1,307,599
27-04-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14,12,304,605
5/1/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,31.8,13.8,299,588
5/4/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,32,14.8,288,570
5/8/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,20.3,14.3,300,582
15-05-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17,23,295,577
18-05-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,35,14,305,600
22-05-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,33.5,14,297,581
6/4/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,31.8,13.8,299,588
7/2/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17.3,10.3,200,383
7/3/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.3,14.3,281,538
7/5/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.8,12.8,199,384
7/9/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,18.5,14,202,379
7/11/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,20,22,333,625
7/12/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14.8,15.3,366,531
17-07-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.5,14.3,140,262
20-07-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,22,12.3,138,277
24-07-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,20.8,13.5,308,NA
8/3/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21.3,13.3,200,377
8/7/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21.8,14.8,217,421
14-08-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21,14.8,266,531
17-08-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.3,10.8,241,459
21-08-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21.5,14,200,377
24-08-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19,14.3,202,384
29-08-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17,15,220,415
9/5/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11,12.5,216,430
9/7/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,15,12.3,216,431
9/11/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14,13.5,220,425
14-09-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16.5,12.3,222,392
18-09-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17.3,13.5,218,421
21-09-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,18.5,12.3,239,458
25-09-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17.5,11.3,221,426
10/3/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16.8,12.5,229,424
10/5/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16,12,229,434
10/9/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14,12.8,220,424
10/12/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17,10.8,233,453
16-10-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14.5,11.8,232,446
19-10-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,11.5,12,229,451
23-10-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16.8,13,233,439
29-10-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16,12.8,232,454
11/6/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,12.5,9.5,236,440
13-11-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14.5,11.3,239,461
15-11-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,14.3,12.5,239,461
23-11-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,13.8,11.8,244,467
27-11-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,16,12.3,239,434
30-11-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,12,16.8,211,427
12/4/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,19.8,12,233,445
12/7/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,20.3,11.5,237,450
12/11/2007,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,21.5,11.3,245,473
14-12-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17.5,13.5,232,450
18-12-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17.5,12,242,467
26-12-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,18,12,243,469
28-12-07,Uttar Pradesh,Ghaziabad,Atlas Cycles Ltd,Industrial Areas,17.8,11.3,254,491
1/4/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17.5,26.5,217,414
1/8/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,22.3,27,209,404
1/11/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,23,27,216,400
15-01-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18,20.5,223,394
18-01-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,26.8,23.3,227,392
22-01-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17.3,13.3,215,381
25-01-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17,22.5,211,376
2/1/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,22.8,20,214,391
2/5/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,21.3,16.3,220,397
2/8/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,19.3,21,246,413
2/12/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,35.5,15,251,428
15-02-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,21.5,15.5,238,407
19-02-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,29.5,24.3,240,411
22-02-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,25,26.8,233,405
3/5/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.2,27,215,384
3/12/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,25.5,21.5,212,378
15-03-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,28.5,16.5,222,409
19-03-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,28,14.7,219,406
22-03-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,29.2,17.2,232,427
25-03-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,29,16,227,420
4/2/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,32,23.5,227,425
4/5/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,31.5,25,225,431
4/9/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,27.5,21,229,435
16-04-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,30,12,227,432
19-04-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,27.8,10.5,229,429
23-04-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,37,13.3,230,432
26-04-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,34.5,13.5,234,437
5/3/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,31.5,15.5,229,435
7/2/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17.3,10.3,200,383
7/5/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,19.8,12.8,199,383
7/9/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.5,14,202,379
7/12/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17,11.5,200,377
19-07-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16,14,201,383
26-07-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,19.3,13.5,201,379
30-07-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20.8,14.3,203,384
8/2/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20.3,12.8,192,365
8/6/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20.5,13.5,195,373
8/9/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,21,11,201,381
13-08-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20.3,13.5,103,236
16-08-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20.3,14.5,206,387
20-08-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16,14.3,207,390
9/3/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,14,12.5,208,393
9/6/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12.5,12.5,207,428
9/10/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17,11.5,203,386
13-09-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13.3,11.8,207,391
20-09-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15.3,11.8,208,387
24-09-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,14,10.8,206,386
27-09-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12,11.3,207,391
10/1/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.8,12.5,204,388
10/4/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15,10.3,208,387
10/8/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17.3,13.5,205,389
10/11/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13.3,33.5,208,394
15-10-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12.5,12.8,207,389
18-10-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17,10.8,208,385
22-10-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16,12,206,388
25-10-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17.5,9.8,219,407
11/1/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16,13.5,209,394
11/5/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11.3,16.3,209,394
11/8/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13.5,10.8,207,393
15-11-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,11.3,11.8,207,394
22-11-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,16.8,12.3,206,391
29-11-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,12.3,10.8,207,330
12/3/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18.5,12.5,217,405
12/6/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,13.3,11.5,210,391
12/10/2007,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,19.8,13,205,391
13-12-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,20,11.5,198,397
17-12-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,17.3,12,210,394
20-12-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,18,13.5,214,400
27-12-07,Uttar Pradesh,Ghaziabad,Bulandshahar R.I.A.,Industrial Areas,15.8,12.3,203,408
1/2/2007,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.7,28.3,222,488
1/4/2007,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8,27.3,261,548
1/9/2007,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8,28.3,261,569
1/11/2007,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,9.2,28.8,262,566
16-01-07,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.5,27.7,247,560
18-01-07,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.5,28.3,252,581
23-01-07,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,7.5,27.2,245,546
25-01-07,Uttar Pradesh,Jhansi,Jail Chauraha,Residential and others,8.8,29.5,251,532
